279;theroadgoeseveron.txt;The Road Goes Ever On;I.S./Michael;;1;0.8;?;;;;;.
255;therunaround.txt;The Runaround;Insane Steve;;2;1.7;2-38;;;;;.
239;thetwotowers.txt;The Two Towers;Michael;;1;1.5;1-38;This is easiest if you work from right to left!;;;;.
176;thinkfast.txt;Think Fast!;Insane Steve;;1;0.7;2-03;;;;;.
209;thinkinside.txt;Think Inside the Box;Michael;;6;3.3;6-08;Plan a strategy before you begin. How many skills does each section need?;You can actually get through the steel in the concrete section.<br>But the level can be solved without using this trick.;;;.
116;thisisastickup.txt;This is a Stickup;Nortaneous;;4;2.6;?;;;;;.
256;thisistoomuch.txt;This is Too Much Stepping Stones;Insane Steve;;4;1.9;4-38;;;;;.
177;thislix.txt;This Lix is Your Lix;Michael;;4;2.1;3-28;Work out first where you'll use your builders. The rest should follow.;;;;.
120;thomastheclimber.txt;Thomas the Climber;Michael;;5;2.7;5-13;"Do you know what the name ""Thomas"" means?";;;;.
57;threedaysofthecondor.txt;Three Days of the Condor;mobius;design?;3;1.8;3-18;;;;;.
210;ticktoxic.txt;Tick Toxic;Rubix;;4;2.4;?;;;;;.
178;timetochange.txt;Time to Change the Road;geoo;;2;1.2;2-18;;;;;.
179;tinkertailorsoldier.txt;Tinker Tailor Soldier Lix;mobius/Michael;;6;3.5;7-03;Tinker Tailor, Soldier Sailor. Rich Man, Poor Man, Beggar Man, Thief. Doctor, Merchant, Indian Chief.;At dawn when the golden eye awakes, and the blinding sight of order casts out the darkness of uncertainty, be awake to plan your early and most critical moves…;A digger half way in between a lix at work, then another lix to climb and help his friend.;Much of the work may need to be done closer to the entrance than you think.;.
76;toccata.txt;Toccata;Michael;;5;2.7;5-23;This takes good glissando technique, but don't forget<br>to keep both hands working in harmony.;;;;.
121;todestroyis.txt;To Destroy is to Construct;Insane Steve;;4;2.7;5-03;;;;;.
77;toofartowalk.txt;Too Far to Walk;mobius;;4;1.9;4-33;A man once told me that time is an enemy that stalks you. I like to think it's a companion that reminds us to cherish each momet... because they'll never come again.;If only more than 1 lix could bash at the same time... Oh wait they can.;"This level was inspired by Martin Zurlinden's ""The Brick"". ""Too far to walk"" is the title of my friend's band.";CHALLENGE: Do it with 55 seconds left on the clock.;.
257;towerofbabel.txt;Tower of Babel;mobius;;3;2;2-28;And they said, Go, let us build us a city and a tower, whose top may reach unto heaven…;And the Lord came down to see the city and the tower, which was made of cubers... Is that right?;;;.
288;trading.txt;Trading and Cooperating;geoo;;6;3.3;?;;;;;.
180;trapeze.txt;Trapeze of Weird Blue Blocks;Insane Steve;;5;2.8;5-13;;;;;.
181;triangleineq.txt;Triangle Inequality;geoo;;5;2.9;?;In case you're not familiar with the triangle inequality,<br>it says that the longest side of a triangle is shorter than the two shorter sides together.;;;;.
15;tributetobennyhill.txt;Tribute to Benny Hill;Insane Steve;;4;2.4;5-08;What’s the point of giving the player 60 minutes when most levels don’t have a time limit? Yes, this is a hint, believe it or not.;A recurring scene from Benny Hill is a chase scene presented in fast forward. Crank up your fast forward, and perhaps play Yakety Sax in the background for effect.;For as outside of the box as this level’s solution is, most of it happens inside the box.;To the untrained player, your builders will appear to be wasted. To the untrained player, it makes no sense to even give you floaters. But you are not an untrained player, right?;.
182;tributetoflagpole.txt;Tribute to Flagpole Sitting;Insane Steve;;2;1.1;2-08;;;;;.
123;undertherainbow.txt;Under the Rainbow;Nortaneous;;2;1.8;?;;;;;.
211;varietyday.txt;Variety Day;namida;;4;2.6;4-33;;;;;.
59;vignette.txt;Vignette;Michael;;3;2.2;4-13;When you release a blocker, it will walk in the same direction<br>it was walking before it became a blocker.;;;;.
124;waitwhyisthereatree.txt;Wait Why is There a Tree;Insane Steve;;5;2.8;4-38;;;;;.
78;walkthem.txt;Walk Them Golden Stairs;Michael;;1;1.2;1-38;Isolate one lix by making the penultimate lix a blocker.;;;;.
55;walktheplank.txt;Walk the Plank;mobius;;3;2.7;3-13;Be as persistent as the tiny creatures beneath your feet.;Builders, on rare occasions, can also be used to turn lix around.;Why is the plank so long? There must be a good reason…;;.
79;waltzincsharp.txt;Waltz in C Sharp Miner;Michael;;5;2.8;5-38;Remember that you can mine against steel to turn round quickly.;;;;.
214;wastenot.txt;Waste Not, Want Not;Insane Steve;;2;1.6;2-03;;;;;.
240;watchyestep.txt;Watch Ye Step!;Insane Steve;;3;2.3;3-38;;;;;.
17;wellokthen.txt;Well OK Then;Insane Steve;design?;3;2;4-08;;;;;.
125;wereinthisonetog.txt;We're In This One Together;Insane Steve;;6;3.5;?;;;;;.
183;whentheleveebreaks.txt;When the Levee Breaks;mobius;;3;2;3-38;;;;;.
80;wontgetfooledagain.txt;Won't Get Fooled Again;ccx;backroutes?;6;3.6;?;;;;;.
126;wreckofthehesp.txt;Wreck of the Hesperus;Nortaneous;;3;1.5;3-33;;;;;.
127;youhavetobuild.txt;You Have to Build a Bridge;mobius/Michael;;1;1.4;2-38;You want a hint? It's right there in the title!;;;;.
217;youllgetoverit.txt;You'll Get Over It;Insane Steve;;1;0.9;2-23;;;;;.
241;youonlygetone.txt;You Only Get One Bash at It!;Michael;don't know solution, add hints;6;4;7-33;;;;;.
242;yukimuon.txt;Yuki, Muon, Madobe Nite;Michael;;6;3;6-18;Choose your route, then try to run it as fast as possible.<br>Only one route can be traversed in time to save the required number.;You're sure you want a hint?;Absolutely sure? Big hint coming up.;The western route is the correct one.;.
